position,direction,experience,salary,location,skills,company,RU,ENG,text,date
Business Analyst,Analytics,1-3 years,from 8000000 to 15000000 UZS,not specified,"Jira, Confluence, Figma",Softonic,True,True,"Требуется Middle Бизнес-аналитик (с опытом от 2-х лет)
#ba @analyst

Компания: Softonic

Требования:

     Опыт работы в сфере разработки программного обеспечения от 3-х лет;
     Представление о процессах разработки ПО и методологиях (Agile и Waterfall)
     Умение работать с техническими заданиями и нормативно-правовыми документами;
     Навыки моделирования бизнес-процессов и их документирования;
     Знание нотации UML или BMPN, или аналогичных;
     Навыки тестирования программного обеспечения;
     Коммуникативные навыки, умение эффективно взаимодействовать с различными уровнями участников проекта;
     Аналитические способности и умение работать с большим объемом информации, способность работать в условиях многозадачности;
     Опыт работы с Jira, Confluence, Figma;
     Языки: Отличное знание узбекского или русского языков, как письменного, так и устного
     Английский язык: Уверенное владение английским языком будет преимуществом


Обязанности:

• Полное описание новых проектов, составление ТЗ и спецификаций;

• Моделирование схем и эскизов UI, взаимодействие с дизайнерами; 

• Разработка и моделирование, построение бизнес-процессов в соответствии с требованиями проектов;

• Тестирование и проверка разработанного ПО на предмет его соответствия требованиям, взаимодействиг с QA инженерами;


Что мы предлагаем:

• Оформление по ТК РУз;

• Возможность профессионального и карьерного роста;

• Зарплата от 8 млн. до 15 млн. (в зависимости от уровня и навыков);

• Работа в офисе с дружным коллективом с 10:00 до 19:00;

👉Отправляйте своё резюме и на электронную почту  z.khaydarov@softonic.uz.",2024-10-06 09:10:09+00:00
Flutter Developer,Other,not specified,from 1000 to 1000 USD,not specified,not specified,not specified,True,False,"Требуются разработчики (проектная работа).   

Мы ищем #Flutter разработчика с хорошим знанием РУССКОГО ЯЗЫКА:

Оклад от 1000$ (в зависимости от выполненных задач)

Что мы предлагаем:
- Интересные и постоянные задачи;
- Участие в международных проектах;
- Работа в удобное для вас время. 

Портфолио отправлять ➡️ @goodone7311

*От Fullstack разработчиков ждем пример кода для ревью
**От Flutter разработчика ждет apk версию разработанного приложения или его видео",2024-09-13 07:01:11+00:00
Service Problem Manager,Management,3 years >,from 20000000 to 20000000 UZS,Tashkent city,"JIRA, MS Project, TFS, Oracle, PL/SQL",not specified,True,True,"🆘 🎤 В стабильную IT компанию (занимающийся программным обеспечением для ведущих операторов сотовой связи Узб. и СНГ)
                                                                                                                                 ☝️- СРОЧНО требуется  : Service / Problem Manager технической поддержки ПО (высоконагруженных ИТ-cистем)/
                                                                                                                                      ❗️ ТРЕБОВАНИЯ:
- Ожидания от кандидата-
-  ➖ Опыт работы :  в сфере ИТ от 3-х лет, предпочтительно в области телекоммуникаций.
   Высшее образование.
- Опыт работы с инструментами управления проектами (JIRA, MS Project, TFS и др.)
  - Желательно: уверенные знания SDLC (Software Development Lifecycle) и PLC (Project Life Cycle), а также проектных методологий (Agile, Waterfall)
 - Умение работать с инцидентами и авариями
Хорошо развитые Soft Skills.
- Навыки работы с базами данных Oracle (написание простых запросов на PL/SQL, анализ существующих решений);
- Навыки коммуникации и ведения переговоров на русском языке на 5+
- Готовность изучать новое и развиваться
- Грамотная русская речь, умение уважительно отвечать на запросы и/или жалобы клиентов, руководства и партнёров
  - Знание английского языка – на уровне чтения технической литературы будет плюсом.
      ✅ОСНОВНЫЕ ОБЯЗАННОСТИ:
- Обеспечение процесса технической поддержки и эксплуатации ИТ-систем, включая решение возникающих проблем в рамках SLA
- Контроль, приоритезация заявок, поступающих в службу технической поддержки, селекция и эскалация в случае необходимости.
- Обеспечение эффективного взаимодействия как между командными экспертами, так и с представителями Заказчика
- Регулярное предоставление отчетов о состоянии рабочей нагрузки поддерживаемых ИТ-систем и о проблемах, требующих решения
  - Подготовка и сопровождение процессов, связанных с установкой обновлений (вкл. расширение функционала) на поддерживаемые ИТ-системы
  - Координация работы участников команды установки обновлений ИТ-систем.
  - Организация и управление командами, участвующими в интеграционных работах
- Анализ и решение проблем, возникших в процессе интеграции/эксплуатации
  - Планирование, проведение и координация встреч географически распределенной команды
- Участие во внутренних и внешних проектах компании.
- Организация обучения и консультаций для конечных пользователей ИТ-систем.
          ✅ УСЛОВИЯ РАБОТЫ:
  г. Ташкент — Цент города, ул. Амира Темура.
- График работы 5/2 нормированный в офисе.
- Официальное трудоустройство по ТК Узб, своевременная выплата ЗП.
     💰 Конкурентный уровень заработной платы (по итогам собеседования 20 млн.сум)
- (Стабильная перспективная IT компания)
- (Работа в технически сильной дружной команде)
-Работа с интересными высоконагруженными международными проектами / IT решений для операторов сотовой связи. СНГ/ и УЗб.                                                                                   ☎️ Тел. Для связи 71-2521240/ 90-9694911/                                                                    ТГ @Resurs_2009
   🖥 ПОДРОБНОЕ РЕЗЮМЕ, Высылать на почту marketinguz@gmail.com в Worde c фото с указанием должности /                                                                                                                          - форма анкеты   http://resurs.uz/dlya-soiskatelya",2024-10-09 07:34:09+00:00
not specified,Other,not specified,not specified,not specified,not specified,not specified,False,False,"🇺🇿Guruhda bo'sh ish o'rinlari va rezyumelarni joylashtirish narxi haqida ma'lumot:

Bo'sh ish o'rinlari
✅ Bir martalik obuna. Bitta vakansiyani bir marta e'lon qiling. Narxi - 25 000 so'm.
✅ Ikki haftalik obuna. IT sohasida cheksiz miqdordagi bo'sh ish o'rinlarini nashr etish. Xuddi shu vakansiya kuniga bir martadan ko'p bo'lmagan holda joylashtirilishi mumkin. Narxi - 110 000 so'm.
✅ Oylik obuna. IT sohasida cheksiz miqdordagi bo'sh ish o'rinlarini nashr etish. Xuddi shu vakansiya kuniga bir martadan ko'p bo'lmagan holda joylashtirilishi mumkin. Narxi - 130 000 so'm.

Rezyume
✅ Bir martalik joylashtirish. O'z rezyumeni guruhga bir marta joylashtirish imkoniyati. Narxi - 15 000 so'm.
✅ Oylik obuna. Guruhda har kuni rezyumeni joylashtirish imkoniyati. Rezyumeni kuniga bir martadan ko'p bo'lmagan holda joylashtirishga ruxsat beriladi. Narxi - 40 000 so'm.

Qo'shimcha xizmatlar:
✅ vakansiya / rezyumening pin;
✅ reklama;
✅ Guruh auditoriyasi so'rovini o'tkazish.

Obuna sotib olish uchun - @el_grapo

🇷🇺Информация о стоимости размещения вакансий и резюме в группе:

Вакансии
✅ Разовая подписка. Публикация одной вакансии, один раз. Стоимость - 25 000 сум.
✅ Подписка на две недели. Публикация неограниченного количества вакансий сферы ИТ. Одну и ту же вакансию можно размещать не чаще чем один раз в сутки. Стоимость - 110 000 сум. 
✅ Подписка на месяц. Публикация неограниченного количества вакансий сферы ИТ. Одну и ту же вакансию можно размещать не чаще чем один раз в сутки. Стоимость - 130 000 сум.

Резюме
✅ Разовое размещение резюме. Возможность разместить свое резюме в группе один раз. Стоимость - 15 000 сум.
✅ Подписка на месяц. Возможность ежедневно размещать свое резюме в группе. Допускается размещение резюме не чаще чем один раз в день. Стоимость - 40 000 сум.

Дополнительные услуги:
✅ пин вакансии/резюме;
✅ реклама; 
✅ Проведение опроса аудитории группы.

Для приобретения подписки - @el_grapo",2024-09-16 07:28:47+00:00
not specified,Other,not specified,not specified,not specified,not specified,not specified,False,False,"🇺🇿Guruhda bo'sh ish o'rinlari va rezyumelarni joylashtirish narxi haqida ma'lumot:

Bo'sh ish o'rinlari
✅ Bir martalik obuna. Bitta vakansiyani bir marta e'lon qiling. Narxi - 25 000 so'm.
✅ Ikki haftalik obuna. IT sohasida cheksiz miqdordagi bo'sh ish o'rinlarini nashr etish. Xuddi shu vakansiya kuniga bir martadan ko'p bo'lmagan holda joylashtirilishi mumkin. Narxi - 110 000 so'm.
✅ Oylik obuna. IT sohasida cheksiz miqdordagi bo'sh ish o'rinlarini nashr etish. Xuddi shu vakansiya kuniga bir martadan ko'p bo'lmagan holda joylashtirilishi mumkin. Narxi - 130 000 so'm.

Rezyume
✅ Bir martalik joylashtirish. O'z rezyumeni guruhga bir marta joylashtirish imkoniyati. Narxi - 15 000 so'm.
✅ Oylik obuna. Guruhda har kuni rezyumeni joylashtirish imkoniyati. Rezyumeni kuniga bir martadan ko'p bo'lmagan holda joylashtirishga ruxsat beriladi. Narxi - 40 000 so'm.

Qo'shimcha xizmatlar:
✅ vakansiya / rezyumening pin;
✅ reklama;
✅ Guruh auditoriyasi so'rovini o'tkazish.

Obuna sotib olish uchun - @el_grapo

🇷🇺Информация о стоимости размещения вакансий и резюме в группе:

Вакансии
✅ Разовая подписка. Публикация одной вакансии, один раз. Стоимость - 25 000 сум.
✅ Подписка на две недели. Публикация неограниченного количества вакансий сферы ИТ. Одну и ту же вакансию можно размещать не чаще чем один раз в сутки. Стоимость - 110 000 сум. 
✅ Подписка на месяц. Публикация неограниченного количества вакансий сферы ИТ. Одну и ту же вакансию можно размещать не чаще чем один раз в сутки. Стоимость - 130 000 сум.

Резюме
✅ Разовое размещение резюме. Возможность разместить свое резюме в группе один раз. Стоимость - 15 000 сум.
✅ Подписка на месяц. Возможность ежедневно размещать свое резюме в группе. Допускается размещение резюме не чаще чем один раз в день. Стоимость - 40 000 сум.

Дополнительные услуги:
✅ пин вакансии/резюме;
✅ реклама; 
✅ Проведение опроса аудитории группы.

Для приобретения подписки - @el_grapo",2024-11-26 15:33:02+00:00
Python Backend Developer,Backend,not specified,from 20000000 to 20000000 UZS,not specified,"Django, MySQL, PostgreSQL, REST, Git",Exadot,False,False,"🌟 Присоединяйтесь к нашей команде в качестве Back End разработчика (Python/Django) 🌟

Вы талантливый разработчик бэкенда и ищете увлекательную новую возможность? Мы в настоящее время набираем сотрудников на должность разработчика бэкенда (Python/Django) в Exadot!

🔹 Обязанности:
- Разрабатывать и поддерживать высококачественные веб-приложения на Python с использованием Django.
- Сотрудничать с межфункциональными командами для проектирования и внедрения новых функций.
- Обеспечивать качество кода, его поддерживаемость и масштабируемость бэкенд-систем.
- Проводить тщательное тестирование, отладку и оптимизацию приложений.
- Следить за последними тенденциями в индустрии и лучшими практиками.

🔹 Требования:
- Высокий уровень владения Python с Django.
- Твёрдое понимание концепций и лучших практик разработки бэкенда.
- Опыт работы с системами баз данных (например, MySQL, PostgreSQL) и ORM-фреймворками.
- Знакомство с проектированием и интеграцией RESTful API.
- Знание систем контроля версий (например, Git, GitHub).
- Способность писать чистый, эффективный и поддерживаемый код.
- Отличные навыки решения проблем и отладки.
- Эффективные коммуникативные и коллаборативные способности.
- Подтвержденный опыт создания высококачественных бэкенд-решений.

💼 Мы предлагаем:
- Конкурентоспособный пакет компенсации, основанный на вашем опыте и навыках.
- Возможности для профессионального роста и карьерного продвижения.
- Сотрудничество и инклюзивная рабочая среда, ценящая инновации.
- Доступ к передовым инструментам и технологиям для повышения производительности.
- График работы 5/2.
- Конкурентная и своевременная заработная плата, начиная от 20.000.000 сум.

Контакты для подачи заявок:
Подавайте заявки на telegram @hiexadot с заголовком “ФИО Back End разработчик Middle / Senior” и станьте частью нашей креативной и профессиональной команды! 🔍📝🚀",2024-09-13 07:09:58+00:00
Python Backend Developer,Backend,not specified,from 20000000 to 20000000 UZS,not specified,"Django, ORM, REST, Git",Exadot,False,False,"🌟 Присоединяйтесь к нашей команде в качестве Back End разработчика (Python/Django) 🌟

Вы талантливый разработчик бэкенда и ищете увлекательную новую возможность? Мы в настоящее время набираем сотрудников на должность разработчика бэкенда (Python/Django) в Exadot!

🔹 Обязанности:
- Разрабатывать и поддерживать высококачественные веб-приложения на Python с использованием Django.
- Сотрудничать с межфункциональными командами для проектирования и внедрения новых функций.
- Обеспечивать качество кода, его поддерживаемость и масштабируемость бэкенд-систем.
- Проводить тщательное тестирование, отладку и оптимизацию приложений.
- Следить за последними тенденциями в индустрии и лучшими практиками.

🔹 Требования:
- Высокий уровень владения Python с Django.
- Твёрдое понимание концепций и лучших практик разработки бэкенда.
- Опыт работы с системами баз данных (например, MySQL, PostgreSQL) и ORM-фреймворками.
- Знакомство с проектированием и интеграцией RESTful API.
- Знание систем контроля версий (например, Git, GitHub).
- Способность писать чистый, эффективный и поддерживаемый код.
- Отличные навыки решения проблем и отладки.
- Эффективные коммуникативные и коллаборативные способности.
- Подтвержденный опыт создания высококачественных бэкенд-решений.

💼 Мы предлагаем:
- Конкурентоспособный пакет компенсации, основанный на вашем опыте и навыках.
- Возможности для профессионального роста и карьерного продвижения.
- Сотрудничество и инклюзивная рабочая среда, ценящая инновации.
- Доступ к передовым инструментам и технологиям для повышения производительности.
- График работы 5/2.
- Конкурентная и своевременная заработная плата, начиная от 20.000.000 сум.

Контакты для подачи заявок:
Подавайте заявки на telegram @hiexadot с заголовком “ФИО Back End разработчик Middle / Senior” и станьте частью нашей креативной и профессиональной команды! 🔍📝🚀",2024-11-08 07:39:50+00:00
Project Manager,Management,not specified,from 12000000 to 12000000 UZS,not specified,not specified,not specified,False,False,"👋 Привет! Мы – амбициозная команда в сфере IT, и мы с нетерпением ждем вас, чтобы воплотить наши идеи в жизнь и сделать цифровые решения доступными и удобными.  Для этого мы собираем команду из лучших специалистов!

🔎Открытые вакансии:
1. Project manager – Управление проектами от идеи до успешного запуска.
Зарплата по результатам интервью, от 12 млн. 

2. Системный аналитик – Сбор требований, анализ актуальности и приоритизация фичей, выстраивание эффективной работы с командой.
Зарплата по результатам интервью, от 10 млн. и выше.

3. Бэкенд разработчик (PHP/Laravel) – Написание кода на PHP и разработка API для интеграции с внутренними и внешними сервисами.
Зарплата по результатам интервью, от 12 млн. и выше.

4. Frontend Developer (React) – Создание и оптимизация интерфейсов веб-приложений для удобства, скорости и адаптивности на различных устройствах.
Зарплата по результатам интервью, от 12 млн. и выше.

5. Flutter Developer (Middle-Senior) – Разработка и поддержка мобильных приложений на Flutter и Dart для современных цифровых продуктов.
Зарплата по результатам интервью, от 12 млн. и выше.

6. UI/UX дизайнер – Создание дизайн-макетов в рамках утвержденного визуального стиля, работа с UI-китом.
Зарплата по результатам интервью, от 10 млн. и выше.

7. QA инженер – Контроль качества продукта на каждом этапе, выявление и фиксация багов, регрессионное тестирование.
Зарплата по результатам интервью, от 12 млн. и выше.

Наша команда на старте захватывающего проекта, где каждый сможет принести свою уникальную лепту, внедрить новые технологии и увидеть свои идеи в действии. 

Если вас заинтриговали наши вакансии и вы готовы присоединиться к нам, внимательно ознакомьтесь с требованиями пройдя по ссылке каждой вакансии и загрузите свое резюме (по Telegram отклики не принимаются). 
Будем рады встретить новых единомышленников в нашем проекте! 🚀",2024-10-31 07:10:24+00:00
Go Developer,Backend,3 years >,from 3500 to 3500 USD,remote,"PostgreSQL, MongoDB, Redis, Docker, Kubernetes, CI/CD",IOTA,False,True,"👩‍💻 Senior Go Developer  

💰Оплата: до $ 3500  

💻IOTA — аутсорс компания полного цикла, создающая уникальные IT-решения для локальных и международных клиентов, внедряя передовые технологии и подходы. Если у тебя есть глубокие знания 👩‍💻 и желание развиваться в команде единомышленников, работающей над интересными и значимыми проектами, то присоединяйся😀

📌Чем предстоит заниматься:
•Разработка, поддержка и оптимизация серверной части на Go;
•Интеграция с внешними API и сервисами;
•Работа с реляционными и нереляционными базами данных;
•Проведение ревью кода и поддержка высокого уровня качества кода;
•Участие в разработке архитектуры принятии технических решений.

📌Что нужно от тебя:

•Опыт коммерческой разработки на Go от 3 лет;
•Опыт работы с базами данных (PostgreSQL, MongoDB, Redis и др.);
•Опыт использования Docker, Kubernetes и других инструментов контейнеризации;
•Знание принципов CI/CD и опыт настройки пайплайнов;
•Готовность к решению сложных задач и поиску оптимальных решений.
•Английский язык на уровне Upper-Intermediate и выше.

📌Что мы предлагаем:

•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании.  

😀Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😀",2024-10-28 13:24:54+00:00
Go Developer,Backend,3 years >,from 4500 to 4500 USD,remote,"Docker, Kubernetes, PostgreSQL, MongoDB, Redis",IOTA,False,True,"👩‍💻 Senior Go Developer  

💰Оплата: до $ 4500  

💻IOTA — аутсорс компания полного цикла, создающая уникальные IT-решения для локальных и международных клиентов, внедряя передовые технологии и подходы. Если у тебя есть глубокие знания 👩‍💻 и желание развиваться в команде единомышленников, работающей над интересными и значимыми проектами, то присоединяйся😀

📌Чем предстоит заниматься:
•Разработка, поддержка и оптимизация серверной части на Go;
•Интеграция с внешними API и сервисами;
•Работа с реляционными и нереляционными базами данных;
•Проведение ревью кода и поддержка высокого уровня качества кода;
•Участие в разработке архитектуры принятии технических решений.

📌Что нужно от тебя:

•Опыт коммерческой разработки на Go от 3 лет;
•Опыт работы с базами данных (PostgreSQL, MongoDB, Redis и др.);
•Опыт использования Docker, Kubernetes и других инструментов контейнеризации;
•Знание принципов CI/CD и опыт настройки пайплайнов;
•Готовность к решению сложных задач и поиску оптимальных решений.
•Английский язык на уровне Upper-Intermediate и выше.

📌Что мы предлагаем:

•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании.  

😀Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😀",2024-11-04 09:26:57+00:00
Node.js Backend Developer,Backend,3 years >,not specified,remote,"Node.js, JavaScript, Docker, Kubernetes, REST, GraphQL",IOTA,False,True,"👩‍💻Senior Backed Developer 

💰Оплата: до $ 3000

Привет! Мы — IOTA, молодая аутсорс-компания, которая занимается разработкой инновационных IT-решений для локальных и международных клиентов, создавая уникальные решения и внедряя современные технологии. Если ты техноэнтузиаст, хочешь работать над сложными и интересными задачами, а также развиваться в крутой команде единомышленников — присоединяйся к нам в IOTA!                                     

📌Чем предстоит заниматься:

•Разработка и поддержка backend части веб-приложений и сервисов.
•Создание архитектуры для высоконагруженных систем.
•Работа с базами данных и их оптимизация.
•Разработка API и интеграции с другими сервисами.
•Участие в проектировании архитектуры и принятии технических решений.
•Код-ревью и менторинг младших разработчиков. 
•Умение работать в команде и принимать решения.

📌Что нужно от тебя:

•Опыт в backend разработке — от 3 лет.
•Отличное владение Node.Js и JavaScript V8 Engine 
•Уверенная работа с базами данных (SQL/NoSQL).
•Знание Docker и Kubernetes.
•Опыт разработки API (REST, GraphQL).
•Понимание CI/CD процессов.
•Английский язык на уровне Upper-Intermediate и выше. 
•Будет плюсом: знание Go, Python или Rust.

📌Что мы предлагаем:

•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление  с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании. 

📥Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😉",2024-11-01 06:20:54+00:00
Node.js Backend Developer,Backend,3 years >,from 4000 to 4000 USD,remote,"Node.js, JavaScript, SQL, NoSQL, Docker, Kubernetes, REST, GraphQL",IOTA,False,True,"👩‍💻Senior Backed Developer 

💰Оплата: до $ 4000

Привет! Мы — IOTA, молодая аутсорс-компания, которая занимается разработкой инновационных IT-решений для локальных и международных клиентов, создавая уникальные решения и внедряя современные технологии. Если ты техноэнтузиаст, хочешь работать над сложными и интересными задачами, а также развиваться в крутой команде единомышленников — присоединяйся к нам в IOTA!                                     

📌Чем предстоит заниматься:

•Разработка и поддержка backend части веб-приложений и сервисов.
•Создание архитектуры для высоконагруженных систем.
•Работа с базами данных и их оптимизация.
•Разработка API и интеграции с другими сервисами.
•Участие в проектировании архитектуры и принятии технических решений.
•Код-ревью и менторинг младших разработчиков. 
•Умение работать в команде и принимать решения.

📌Что нужно от тебя:

•Опыт в backend разработке — от 3 лет.
•Отличное владение Node.Js и JavaScript V8 Engine 
•Уверенная работа с базами данных (SQL/NoSQL).
•Знание Docker и Kubernetes.
•Опыт разработки API (REST, GraphQL).
•Понимание CI/CD процессов.
•Английский язык на уровне Upper-Intermediate и выше. 
•Будет плюсом: знание Go, Python или Rust.

📌Что мы предлагаем:

•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление  с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании. 

📥Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😉",2024-11-04 09:26:57+00:00
Node.js Backend Developer,Backend,3 years >,not specified,not specified,"Node.js, JavaScript, Docker, Kubernetes, REST, GraphQL",IOTA,False,True,"👩‍💻Senior Backend Developer 

💰Оплата: до $ 3000

Привет! Мы — IOTA, молодая аутсорс-компания, которая занимается разработкой инновационных IT-решений для локальных и международных клиентов, создавая уникальные решения и внедряя современные технологии. Если ты техноэнтузиаст, хочешь работать над сложными и интересными задачами, а также развиваться в крутой команде единомышленников — присоединяйся к нам в IOTA!                                     

📌Чем предстоит заниматься:

•Разработка и поддержка backend части веб-приложений и сервисов.
•Создание архитектуры для высоконагруженных систем.
•Работа с базами данных и их оптимизация.
•Разработка API и интеграции с другими сервисами.
•Участие в проектировании архитектуры и принятии технических решений.
•Код-ревью и менторинг младших разработчиков. 
•Умение работать в команде и принимать решения.

📌Что нужно от тебя:

•Опыт в backend разработке — от 3 лет.
•Отличное владение Node.Js и JavaScript V8 Engine 
•Уверенная работа с базами данных (SQL/NoSQL).
•Знание Docker и Kubernetes.
•Опыт разработки API (REST, GraphQL).
•Понимание CI/CD процессов.
•Английский язык на уровне Upper-Intermediate и выше. 
•Будет плюсом: знание Go, Python или Rust.

📌Что мы предлагаем:

•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление  с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании. 

📥Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😉",2024-10-28 09:28:04+00:00
Node.js Fullstack Developer,Full-Stack,3 years >,from 4000 to 4000 USD,remote,"Node.js, JavaScript, TypeScript, Vue, React, Svelte, SQL, NoSQL, GitHub Actions, Jenkins, Docker, Nginx, Traefik, Nuxt.js, Vue.js",IOTA,True,True,"💻Команда IOTA в поиске Lead/FullStack Engineer! 
Мы разрабатываем крутые IT-решения для локальных и международных клиентов и ищем того, кто готов присоединиться к нам, решать интересные задачи и создавать инновационные продукты с использованием современных технологий😀

💰Оплата: до $4.000

📌Основные задачи:
• Руководство командой разработчиков, проведение код-ревью;
•Создание архитектуры и участие в оценке проектов;
•Разработка frontend и backend частей веб-приложений;
•Разработка и оптимизация API, интеграция с внешними сервисами;
•Поддержка и развитие существующих проектов;
•Взаимодействие с клиентами и участие в принятии технических решений.

📌Требования:
•Опыт работы с Node.js и JavaScript V8 Engine;
•Глубокие знания TypeScript;
•Опыт с современными UI-фреймворками (Vue, React, Svelte и др.);
•Понимание микросервисной архитектуры;
•Опыт работы с базами данных (SQL/NoSQL);
•Знание CI/CD инструментов (GitHub Actions, Jenkins и др.);
•Владение английским и русским языками на уровне B2+.

📌Будет плюсом:
•Опыт работы с React Native/Ionic;
• Знание Docker, Nginx, Traefik;
• Опыт работы с Nuxt.js/Vue.js;
• Знание дополнительных языков программирования, таких как Python, Go, Dart.

📌Мы предлагаем:
•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление  с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании. 

😀Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😀",2024-10-28 04:27:52+00:00
Fullstack Developer,Full-Stack,not specified,from 5000 to 5000 USD,remote,"Node.js, JavaScript, TypeScript, Vue, React, Svelte, SQL, NoSQL, GitHub Actions, Jenkins, Docker, Nginx, Traefik",IOTA,True,True,"💻Команда IOTA в поиске Lead/FullStack Engineer! 
Мы разрабатываем крутые IT-решения для локальных и международных клиентов и ищем того, кто готов присоединиться к нам, решать интересные задачи и создавать инновационные продукты с использованием современных технологий😀

💰Оплата: до $5000

📌Основные задачи:
• Руководство командой разработчиков, проведение код-ревью;
•Создание архитектуры и участие в оценке проектов;
•Разработка frontend и backend частей веб-приложений;
•Разработка и оптимизация API, интеграция с внешними сервисами;
•Поддержка и развитие существующих проектов;
•Взаимодействие с клиентами и участие в принятии технических решений.

📌Требования:
•Опыт работы с Node.js и JavaScript V8 Engine;
•Глубокие знания TypeScript;
•Опыт с современными UI-фреймворками (Vue, React, Svelte и др.);
•Понимание микросервисной архитектуры;
•Опыт работы с базами данных (SQL/NoSQL);
•Знание CI/CD инструментов (GitHub Actions, Jenkins и др.);
•Владение английским и русским языками на уровне B2+.

📌Будет плюсом:
•Опыт работы с React Native/Ionic;
• Знание Docker, Nginx, Traefik;
• Опыт работы с Nuxt.js/Vue.js;
• Знание дополнительных языков программирования, таких как Python, Go, Dart.

📌Мы предлагаем:
•Гибридный график (3дня в офисе, 2 удаленно) или полностью удаленная работа;
•Официальное оформление  с 24 днями оплачиваемого отпуска в год;
•Профессиональный и карьерный рост;
•MacBook последнего поколения для сотрудников уровня Senior и выше;
•Участие в международных проектах и обучение за счет компании. 

😀Если это про тебя, отправляй своё резюме на careers@iota.uz. Будем рады познакомиться😀",2024-11-04 11:51:53+00:00
